codigo_servico,servico,unidade,data_vigencia,valor_maximo,tipo_valor,periodicidade,cnpj
1010,financeiro -ingresso de recursos: edição de contrato de câmbio,por operacao,2007-11-18,100.0,real,por evento,04902979
1012,financeiro -ingresso de recursos: liquidação com ordem de pagamento,por operacao,2009-12-28,0.0,real,por evento,04902979
1016,financeiro -remessa de recursos: edição de contrato de câmbio,por operacao,2010-01-25,100.0,real,por evento,04902979
1018,financeiro - remessa de recursos: emissão de ordem de pagamento,por operacao,2009-12-28,0.0,real,por evento,04902979
0101,confecção de ficha cadastral,por cliente,2021-04-01,200.0,real,por evento,07237373
0102,renovação de ficha cadastral,por cliente,2021-04-01,200.0,real,a cada 360 dias,07237373
0103,consultas a serviços de proteção ao crédito,por consulta,2018-03-01,30.0,real,por evento,07237373
0201,"comum, para débito, saque e consultas",por cartao,2019-07-08,13.0,real,a cada 360 dias,07237373
0202,"débito, saque e garantia de cheque-anuidade do contrato",por cartao,2019-07-08,13.0,real,a cada 360 dias,07237373
0203,"débito, saque e garantia de cheque-confecção do cartão",por cartao,2019-07-08,13.0,real,por evento,07237373
0301,talão-10 folhas,por talao,2019-07-08,18.0,real,por evento,07237373
0302,talão-20 folhas (segundo talão no mês),por talao,2019-07-08,36.0,real,por evento,07237373
0303,cheque administrativo,por cheque,2019-07-08,50.0,real,por evento,07237373
0304,cheque avulso,por cheque,2019-07-08,4.0,real,por evento,07237373
0305,cheque devolvido por insuficiência de fundos,por cheque,2021-09-06,72.0,real,por evento,07237373
0306,oposição/sustação de pagamento de cheque,por cheque,2019-07-08,15.0,real,por evento,07237373
0308,inclusão no cadastro de cheques sem fundo,por cheque,1996-07-25,0.0,real,por evento,07237373
0309,exclusão do cadastro de cheques sem fundo,por cheque,2019-07-08,61.82,real,por evento,07237373
0310,cobrança de cheque por compensação,por cheque,2021-04-01,2.6,real,por evento,07237373
0311,cheque tb (transferência bancária sem cpmf),por cheque,2019-07-08,1.8,real,por evento,07237373
0312,"cheque administrativo com vl.igual ou superior a r$5.000,00 (vl.fx.+%)",por cheque,2019-07-08,0.12,percentual,por evento,07237373
0313,"cobrança de cheque por compensação com vl. = ou > r$ 5.000,00(vl.fx+%)",por cheque,2019-07-08,0.12,percentual,por evento,07237373
0314,"cheque tb com valor igual ou superior r$ 5.000,00 (vl.fixo + %)",por cheque,2019-07-08,0.12,percentual,por evento,07237373
0401,abertura de conta,por conta,2004-05-17,0.0,real,por evento,07237373
0402,manutenção de conta ativa,por conta,2019-07-08,53.0,real,a cada 30 dias,07237373
0403,manutenção de conta inativa,por conta,2019-07-08,23.0,real,a cada 180 dias,07237373
0404,"adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2019-07-08,62.0,real,por evento,07237373
0405,concessão de cheque especial/conta garantida,por conta,2019-07-08,2.5,percentual,por evento,07237373
0406,renovação de cheque especial/conta garantida,por conta,2019-07-08,2.5,percentual,a cada 180 dias,07237373
0407,débito autorizado em conta-corrente,por operacao,2008-06-20,5.0,real,por evento,07237373
0501,saque em caixa automática externa/banco 24 horas,por saque,2021-04-01,2.55,real,por evento,07237373
0502,emissão de doc c,por operacao,2021-04-01,21.0,real,por evento,07237373
0503,emissão de doc d,por operacao,2021-04-01,21.0,real,por evento,07237373
0504,ordem de pagamento,por operacao,1998-01-15,0.0,real,por evento,07237373
0505,depósito em outra agência,por operacao,2021-04-01,2.0,real,por evento,07237373
0506,transferência eletrônica disponível - ted,por operacao,2019-07-08,21.0,real,por evento,07237373
0601,em terminal  eletrônico,por emissao,2019-07-08,3.5,real,por evento,07237373
0602,por outros meios,por emissao,2019-07-08,10.0,real,por evento,07237373
0603,"cópias de microfilmes, microfichas ou assemelhados",por emissao,2019-07-08,10.0,real,por evento,07237373
0701,entrada por borderô (listagem de titulos),por titulo,2018-11-05,8.3,real,por evento,07237373
0702,entrada por meio magnético,por titulo,2018-11-05,5.1,real,por evento,07237373
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,2018-11-05,4.8,real,por evento,07237373
0704,manutenção de título vencido,por titulo,2015-12-07,5.4,real,a cada 30 dias,07237373
0705,envio para protesto,por titulo,2017-08-21,10.0,real,por evento,07237373
0706,sustação de protesto,por titulo,2015-12-07,6.0,real,por evento,07237373
0707,devolução de título,por titulo,2018-11-05,5.3,real,por evento,07237373
0801,abertura de crédito,por operacao,2014-11-14,3.0,percentual,por evento,07237373
0802,renegociação de dívida,por operacao,2018-03-01,1.0,percentual,por evento,07237373
0803,substituição de garantia,por operacao,2004-05-17,0.5,percentual,por evento,07237373
0804,custódia de cheque pré-datado,por operacao,2017-01-02,0.6,real,por evento,07237373
0805,rescisão contratual (quitação antecipada),por operacao,2005-03-31,0.0,real,por evento,07237373
0901,segunda via de documento,por copia,2019-07-08,10.0,real,por evento,07237373
0902,ressarcimento de despesas-telefonema,por chamada,1997-01-24,7.0,real,por evento,07237373
0903,ressarcimento de despesas-fax,por folha,2019-07-08,10.0,real,por evento,07237373
0904,envelopamento de documentos,por envelope,1996-07-25,0.0,real,por evento,07237373
0905,pagamento de funcionários via relação,por funcionario,2012-12-03,5.0,real,por evento,07237373
0906,pagamento de funcionários via meio magnético,por funcionario,2018-11-05,4.0,real,por evento,07237373
1001,exportação: edição de contrato de câmbio,por operacao,2019-07-08,120.0,real,por evento,07237373
1003,exportação: liquidação com ordem de pagamento,por operacao,2021-09-06,210.0,real,por evento,07237373
1004,exportação: conferência de documentos,por operacao,2019-07-08,160.0,real,por evento,07237373
1006,importação: edição de contrato de câmbio,por operacao,2019-07-08,120.0,real,por evento,07237373
1007,importação: emissão de ordem de pagamento,por operacao,2021-09-06,210.0,real,por evento,07237373
1008,importação: demais tarifas (não incluem despesas no exteior),por operacao,2004-10-08,300.0,real,por evento,07237373
1010,financeiro -ingresso de recursos: edição de contrato de câmbio,por operacao,2019-07-08,120.0,real,por evento,07237373
1012,financeiro -ingresso de recursos: liquidação com ordem de pagamento,por operacao,2021-09-06,210.0,real,por evento,07237373
1013,financeiro - ingresso de recursos: confecção de rof,por operacao,2021-09-06,290.0,real,por evento,07237373
1014,financeiro - ingresso de recursos : confecção de esquema de rof,por operacao,2021-09-06,125.0,real,por evento,07237373
1016,financeiro -remessa de recursos: edição de contrato de câmbio,por operacao,2004-10-08,90.0,real,por evento,07237373
1018,financeiro - remessa de recursos: emissão de ordem de pagamento,por operacao,2021-09-06,210.0,real,por evento,07237373
1019,financeiro - remessa de recursos: alteração de rof,por operacao,2021-09-06,170.0,real,por evento,07237373
0101,confecção de ficha cadastral,por cliente,2022-01-01,1000.0,real,por evento,78632767
0102,renovação de ficha cadastral,por cliente,2022-01-01,1100.0,real,a cada 360 dias,78632767
0103,consultas a serviços de proteção ao crédito,por consulta,2022-01-01,60.0,real,por evento,78632767
0401,abertura de conta,por conta,2008-12-31,0.0,real,por evento,78632767
0402,manutenção de conta ativa,por conta,2022-02-01,500.0,real,a cada 360 dias,78632767
0403,manutenção de conta inativa,por conta,2022-01-01,0.0,real,a cada 0 dias,78632767
0407,débito autorizado em conta-corrente,por operacao,2022-01-01,10.0,real,por evento,78632767
0502,emissão de doc c,por operacao,2022-01-01,190.0,real,por evento,78632767
0503,emissão de doc d,por operacao,2022-01-01,190.0,real,por evento,78632767
0504,ordem de pagamento,por operacao,2022-01-01,135.0,real,por evento,78632767
0506,transferência eletrônica disponível - ted,por operacao,2022-01-01,175.0,real,por evento,78632767
0602,por outros meios,por emissao,2022-01-01,2000.0,real,por evento,78632767
0603,"cópias de microfilmes, microfichas ou assemelhados",por emissao,2022-01-01,20.0,real,por evento,78632767
0701,entrada por borderô (listagem de titulos),por titulo,2022-01-01,16.0,real,por evento,78632767
0702,entrada por meio magnético,por titulo,2022-01-01,16.0,real,por evento,78632767
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,2022-01-01,16.0,real,por evento,78632767
0704,manutenção de título vencido,por titulo,2022-01-01,17.0,real,a cada 30 dias,78632767
0705,envio para protesto,por titulo,2022-01-01,29.9,real,por evento,78632767
0706,sustação de protesto,por titulo,2022-01-01,20.0,real,por evento,78632767
0707,devolução de título,por titulo,2022-01-01,20.0,real,por evento,78632767
0801,abertura de crédito,por operacao,2022-01-01,5.0,percentual,por evento,78632767
0802,renegociação de dívida,por operacao,2022-01-01,10.0,percentual,por evento,78632767
0803,substituição de garantia,por operacao,2022-01-01,300.0,real,por evento,78632767
0804,custódia de cheque pré-datado,por operacao,2022-01-01,6.0,real,por evento,78632767
0805,rescisão contratual (quitação antecipada),por operacao,2022-01-01,2.0,percentual,por evento,78632767
0901,segunda via de documento,por copia,2022-01-01,20.0,real,por evento,78632767
0903,ressarcimento de despesas-fax,por folha,2022-01-01,5.0,real,por evento,78632767
1001,exportação: edição de contrato de câmbio,por operacao,2022-01-01,500.0,real,por evento,78632767
1002,exportação: edição de contrato de câmbio via internet,por operacao,2022-01-01,500.0,real,por evento,78632767
1003,exportação: liquidação com ordem de pagamento,por operacao,2022-01-01,500.0,real,por evento,78632767
1004,exportação: conferência de documentos,por operacao,2022-01-01,1100.0,real,por evento,78632767
1005,exportação: câmbio simplicado (todas as despesas do cliente no banco),por operacao,2022-01-01,470.0,real,por evento,78632767
1006,importação: edição de contrato de câmbio,por operacao,2022-01-01,795.0,real,por evento,78632767
1007,importação: emissão de ordem de pagamento,por operacao,2022-01-01,350.0,real,por evento,78632767
1008,importação: demais tarifas (não incluem despesas no exteior),por operacao,2022-01-01,500.0,real,por evento,78632767
1009,importação: câmbio simplificado(todas as despesas do cliente no banco),por operacao,2022-01-01,470.0,real,por evento,78632767
1010,financeiro -ingresso de recursos: edição de contrato de câmbio,por operacao,2022-01-01,500.0,real,por evento,78632767
1011,financeiro-ingresso de recursos:edição de cont. de câmbio via internet,por operacao,2022-01-01,500.0,real,por evento,78632767
1012,financeiro -ingresso de recursos: liquidação com ordem de pagamento,por operacao,2022-01-01,500.0,real,por evento,78632767
1013,financeiro - ingresso de recursos: confecção de rof,por operacao,2022-01-01,8000.0,real,por evento,78632767
1014,financeiro - ingresso de recursos : confecção de esquema de rof,por operacao,2022-01-01,8000.0,real,por evento,78632767
1015,financeiro - ingresso de recursos: confecção de cadastro no cademp,por operacao,2022-01-01,8000.0,real,por evento,78632767
1016,financeiro -remessa de recursos: edição de contrato de câmbio,por operacao,2022-01-01,790.0,real,por evento,78632767
1017,financeiro-remessa de recursos: edição de cont. de câmbio via internet,por operacao,2022-01-01,500.0,real,por evento,78632767
1018,financeiro - remessa de recursos: emissão de ordem de pagamento,por operacao,2022-01-01,500.0,real,por evento,78632767
1019,financeiro - remessa de recursos: alteração de rof,por operacao,2022-01-01,2900.0,real,por evento,78632767
0101,confecção de ficha cadastral,por cliente,2015-08-03,550.0,real,por evento,03215790
0102,renovação de ficha cadastral,por cliente,2009-11-14,0.0,real,a cada 0 dias,03215790
0803,substituição de garantia,por operacao,2010-06-10,600.0,real,por evento,03215790
0805,rescisão contratual (quitação antecipada),por operacao,2015-10-03,0.0,real,por evento,03215790
0901,segunda via de documento,por copia,2008-11-21,40.0,real,por evento,03215790
0102,renovação de ficha cadastral,por cliente,2021-12-31,0.0,real,a cada 0 dias,45283173
0103,consultas a serviços de proteção ao crédito,por consulta,2021-12-31,0.0,real,por evento,45283173
0101,confecção de ficha cadastral,por cliente,2021-01-04,0.0,real,por evento,74828799
0102,renovação de ficha cadastral,por cliente,2021-11-10,160.0,real,a cada 180 dias,74828799
0103,consultas a serviços de proteção ao crédito,por consulta,2014-10-24,50.0,real,por evento,74828799
0302,talão-20 folhas (segundo talão no mês),por talao,2020-11-11,200.0,real,por evento,74828799
0303,cheque administrativo,por cheque,2020-11-11,150.0,real,por evento,74828799
0304,cheque avulso,por cheque,2020-11-11,100.0,real,por evento,74828799
0305,cheque devolvido por insuficiência de fundos,por cheque,2020-11-11,50.0,real,por evento,74828799
0306,oposição/sustação de pagamento de cheque,por cheque,2020-11-11,100.0,real,por evento,74828799
0308,inclusão no cadastro de cheques sem fundo,por cheque,2020-11-11,60.0,real,por evento,74828799
0309,exclusão do cadastro de cheques sem fundo,por cheque,2020-11-11,60.0,real,por evento,74828799
0310,cobrança de cheque por compensação,por cheque,2009-11-27,0.0,real,por evento,74828799
0311,cheque tb (transferência bancária sem cpmf),por cheque,2009-11-27,0.0,real,por evento,74828799
0312,"cheque administrativo com vl.igual ou superior a r$5.000,00 (vl.fx.+%)",por cheque,2020-11-11,150.0,real,por evento,74828799
0313,"cobrança de cheque por compensação com vl. = ou > r$ 5.000,00(vl.fx+%)",por cheque,2020-11-11,0.0,real,por evento,74828799
0401,abertura de conta,por conta,2020-12-10,0.0,real,por evento,74828799
0402,manutenção de conta ativa,por conta,2020-11-11,50.0,real,a cada 30 dias,74828799
0403,manutenção de conta inativa,por conta,2014-10-24,300.0,real,a cada 180 dias,74828799
0404,"adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2014-10-24,35.0,real,por evento,74828799
0405,concessão de cheque especial/conta garantida,por conta,2014-10-24,500.0,real,por evento,74828799
0406,renovação de cheque especial/conta garantida,por conta,2014-10-24,500.0,real,a cada 180 dias,74828799
0407,débito autorizado em conta-corrente,por operacao,2014-10-24,10.0,real,por evento,74828799
0408,banco domestico-conta principal (com limite de acessos),por conta,2009-11-27,0.0,real,a cada 0 dias,74828799
0409,banco doméstico-conta secundária (com limite de acessos),por conta,2009-11-27,0.0,real,a cada 0 dias,74828799
0502,emissão de doc c,por operacao,2014-10-24,20.0,real,por evento,74828799
0503,emissão de doc d,por operacao,2014-10-24,20.0,real,por evento,74828799
0504,ordem de pagamento,por operacao,2020-11-11,18.0,real,por evento,74828799
0505,depósito em outra agência,por operacao,2014-10-24,10.0,real,por evento,74828799
0506,transferência eletrônica disponível - ted,por operacao,2020-11-11,50.0,real,por evento,74828799
0602,por outros meios,por emissao,2017-08-28,10.0,real,por evento,74828799
0701,entrada por borderô (listagem de titulos),por titulo,2014-10-24,7.0,real,por evento,74828799
0704,manutenção de título vencido,por titulo,2014-10-24,7.0,real,a cada 30 dias,74828799
0705,envio para protesto,por titulo,2014-10-24,10.0,real,por evento,74828799
0706,sustação de protesto,por titulo,2014-10-24,10.0,real,por evento,74828799
0707,devolução de título,por titulo,2014-10-24,10.0,real,por evento,74828799
0801,abertura de crédito,por operacao,2022-04-02,50000.0,real,por evento,74828799
0802,renegociação de dívida,por operacao,2022-05-01,50000.0,real,por evento,74828799
0803,substituição de garantia,por operacao,2014-10-24,200.0,real,por evento,74828799
0804,custódia de cheque pré-datado,por operacao,2012-11-01,35.0,real,por evento,74828799
0805,rescisão contratual (quitação antecipada),por operacao,2007-08-23,0.0,real,por evento,74828799
0901,segunda via de documento,por copia,2017-08-28,10.0,real,por evento,74828799
1001,exportação: edição de contrato de câmbio,por operacao,2020-11-11,750.0,real,por evento,74828799
1003,exportação: liquidação com ordem de pagamento,por operacao,2017-08-28,270.0,real,por evento,74828799
1004,exportação: conferência de documentos,por operacao,2017-08-28,270.0,real,por evento,74828799
1005,exportação: câmbio simplicado (todas as despesas do cliente no banco),por operacao,2020-11-11,750.0,real,por evento,74828799
1006,importação: edição de contrato de câmbio,por operacao,2020-11-11,750.0,real,por evento,74828799
1007,importação: emissão de ordem de pagamento,por operacao,2017-08-28,270.0,real,por evento,74828799
1008,importação: demais tarifas (não incluem despesas no exteior),por operacao,2017-08-28,270.0,real,por evento,74828799
1009,importação: câmbio simplificado(todas as despesas do cliente no banco),por operacao,2020-11-11,750.0,real,por evento,74828799
1010,financeiro -ingresso de recursos: edição de contrato de câmbio,por operacao,2017-08-28,270.0,real,por evento,74828799
1012,financeiro -ingresso de recursos: liquidação com ordem de pagamento,por operacao,2017-08-28,270.0,real,por evento,74828799
1013,financeiro - ingresso de recursos: confecção de rof,por operacao,2020-11-11,1200.0,real,por evento,74828799
1014,financeiro - ingresso de recursos : confecção de esquema de rof,por operacao,2020-11-11,1200.0,real,por evento,74828799
1015,financeiro - ingresso de recursos: confecção de cadastro no cademp,por operacao,2020-11-11,1200.0,real,por evento,74828799
1016,financeiro -remessa de recursos: edição de contrato de câmbio,por operacao,2014-10-25,500.0,real,por evento,74828799
1018,financeiro - remessa de recursos: emissão de ordem de pagamento,por operacao,2014-10-25,500.0,real,por evento,74828799
1019,financeiro - remessa de recursos: alteração de rof,por operacao,2020-11-11,1200.0,real,por evento,74828799
0101,confecção de ficha cadastral,por cliente,2017-04-03,200.0,real,por evento,07747410
0101,confecção de ficha cadastral,por cliente,2014-11-07,10.0,percentual,por evento,05192316
0102,renovação de ficha cadastral,por cliente,2014-02-16,600.0,real,a cada 180 dias,05192316
0203,"débito, saque e garantia de cheque-confecção do cartão",por cartao,2009-11-20,0.0,real,por evento,05192316
0204,cartão multiplo-nacional-anuidade do contrato,por cartao,2009-11-20,0.0,real,a cada 0 dias,05192316
0205,cartão multiplo-nacional-confecção do cartão,por cartao,2009-11-20,0.0,real,por evento,05192316
0208,cartão multiplo adicional-nacional-anuidade do contrato,por cartao,2009-11-20,0.0,real,a cada 0 dias,05192316
0209,cartão multiplo adicional-nacional-confecção do cartão,por cartao,2009-11-20,0.0,real,por evento,05192316
0210,cartão multiplo adicional-intern.-anuidade do contrato,por cartao,2009-11-20,0.0,real,a cada 0 dias,05192316
0506,transferência eletrônica disponível - ted,por operacao,2021-11-27,5.0,real,por evento,05192316
0704,manutenção de título vencido,por titulo,2010-06-14,3.9,real,a cada 30 dias,05192316
0801,abertura de crédito,por operacao,2014-02-16,600.0,real,por evento,05192316
0802,renegociação de dívida,por operacao,2009-11-20,0.0,real,por evento,05192316
0803,substituição de garantia,por operacao,2009-11-20,0.0,real,por evento,05192316
0805,rescisão contratual (quitação antecipada),por operacao,2009-11-20,0.0,real,por evento,05192316
0901,segunda via de documento,por copia,2009-11-20,0.0,real,por evento,05192316
0101,confecção de ficha cadastral,por cliente,2019-03-28,80.0,real,por evento,4902979
0102,renovação de ficha cadastral,por cliente,2010-01-25,50.0,real,a cada 180 dias,4902979
0103,consultas a serviços de proteção ao crédito,por consulta,2010-01-25,20.0,real,por evento,4902979
0201,"comum, para débito, saque e consultas",por cartao,2019-04-18,13.0,real,a cada 360 dias,4902979
0203,"débito, saque e garantia de cheque-confecção do cartão",por cartao,2019-04-18,13.0,real,por evento,4902979
0301,talão-10 folhas,por talao,2019-03-28,17.0,real,por evento,4902979
0302,talão-20 folhas (segundo talão no mês),por talao,2019-03-28,34.0,real,por evento,4902979
0303,cheque administrativo,por cheque,2008-04-30,50.0,real,por evento,4902979
0304,cheque avulso,por cheque,2002-12-01,5.0,real,por evento,4902979
0305,cheque devolvido por insuficiência de fundos,por cheque,2019-03-28,60.0,real,por evento,4902979
0306,oposição/sustação de pagamento de cheque,por cheque,2019-03-28,15.0,real,por evento,4902979
0308,inclusão no cadastro de cheques sem fundo,por cheque,2005-01-23,0.0,real,por evento,4902979
0309,exclusão do cadastro de cheques sem fundo,por cheque,2015-07-10,55.0,real,por evento,4902979
0310,cobrança de cheque por compensação,por cheque,1996-07-25,0.0,real,por evento,4902979
0311,cheque tb (transferência bancária sem cpmf),por cheque,2010-04-01,12.0,real,por evento,4902979
0312,"cheque administrativo com vl.igual ou superior a r$5.000,00 (vl.fx.+%)",por cheque,2007-08-10,0.11,percentual,por evento,4902979
0313,"cobrança de cheque por compensação com vl. = ou > r$ 5.000,00(vl.fx+%)",por cheque,2007-08-10,0.11,percentual,por evento,4902979
0314,"cheque tb com valor igual ou superior r$ 5.000,00 (vl.fixo + %)",por cheque,2007-08-10,0.11,percentual,por evento,4902979
0401,abertura de conta,por conta,1996-07-25,0.0,real,por evento,4902979
0402,manutenção de conta ativa,por conta,2019-03-28,45.0,real,a cada 30 dias,4902979
0403,manutenção de conta inativa,por conta,2016-05-19,25.0,real,a cada 180 dias,4902979
0404,"adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2019-04-06,60.0,real,por evento,4902979
0405,concessão de cheque especial/conta garantida,por conta,2007-08-10,100.0,real,por evento,4902979
0406,renovação de cheque especial/conta garantida,por conta,2007-08-10,100.0,real,a cada 90 dias,4902979
0407,débito autorizado em conta-corrente,por operacao,2010-04-01,3.5,real,por evento,4902979
0408,banco domestico-conta principal (com limite de acessos),por conta,2005-01-23,0.0,real,a cada 0 dias,4902979
0409,banco doméstico-conta secundária (com limite de acessos),por conta,2005-01-23,0.0,real,a cada 0 dias,4902979
0501,saque em caixa automática externa/banco 24 horas,por saque,2017-06-30,3.0,real,por evento,4902979
0502,emissão de doc c,por operacao,2019-03-28,18.0,real,por evento,4902979
0503,emissão de doc d,por operacao,2019-03-28,18.0,real,por evento,4902979
0505,depósito em outra agência,por operacao,1996-07-25,0.0,real,por evento,4902979
0506,transferência eletrônica disponível - ted,por operacao,2019-03-28,19.0,real,por evento,4902979
0601,em terminal  eletrônico,por emissao,2015-07-10,3.0,real,por evento,4902979
0602,por outros meios,por emissao,2019-03-28,3.0,real,por evento,4902979
0603,"cópias de microfilmes, microfichas ou assemelhados",por emissao,2000-11-01,10.0,real,por evento,4902979
0701,entrada por borderô (listagem de titulos),por titulo,2013-09-16,10.0,real,por evento,4902979
0702,entrada por meio magnético,por titulo,2019-03-28,5.5,real,por evento,4902979
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,2015-07-10,6.0,real,por evento,4902979
0704,manutenção de título vencido,por titulo,2017-06-30,5.9,real,a cada 30 dias,4902979
0705,envio para protesto,por titulo,2017-06-30,9.0,real,por evento,4902979
0706,sustação de protesto,por titulo,2018-09-22,9.0,real,por evento,4902979
0707,devolução de título,por titulo,2015-07-10,6.5,real,por evento,4902979
0801,abertura de crédito,por operacao,2003-06-02,2.0,percentual,por evento,4902979
0802,renegociação de dívida,por operacao,2007-11-18,1.0,percentual,por evento,4902979
0803,substituição de garantia,por operacao,2007-11-18,1.0,percentual,por evento,4902979
0804,custódia de cheque pré-datado,por operacao,2015-07-10,0.6,real,por evento,4902979
0805,rescisão contratual (quitação antecipada),por operacao,2005-05-14,0.0,real,por evento,4902979
0901,segunda via de documento,por copia,2016-06-06,6.0,real,por evento,4902979
0902,ressarcimento de despesas-telefonema,por chamada,2002-05-02,8.0,real,por evento,4902979
0903,ressarcimento de despesas-fax,por folha,2002-05-02,8.0,real,por evento,4902979
0904,envelopamento de documentos,por envelope,1996-07-25,0.0,real,por evento,4902979
0905,pagamento de funcionários via relação,por funcionario,2005-01-23,3.0,real,por evento,4902979
0906,pagamento de funcionários via meio magnético,por funcionario,1997-12-01,2.0,real,por evento,4902979
1001,exportação: edição de contrato de câmbio,por operacao,2017-11-16,270.0,real,por evento,4902979
1003,exportação: liquidação com ordem de pagamento,por operacao,2009-12-28,0.0,real,por evento,4902979
1004,exportação: conferência de documentos,por operacao,2010-01-25,100.0,real,por evento,4902979
1005,exportação: câmbio simplicado (todas as despesas do cliente no banco),por operacao,2018-09-23,90.0,real,por evento,4902979
1006,importação: edição de contrato de câmbio,por operacao,2017-11-16,270.0,real,por evento,4902979
1007,importação: emissão de ordem de pagamento,por operacao,2007-11-18,100.0,real,por evento,4902979
1009,importação: câmbio simplificado(todas as despesas do cliente no banco),por operacao,2018-09-23,90.0,real,por evento,4902979
1010,financeiro -ingresso de recursos: edição de contrato de câmbio,por operacao,2007-11-18,100.0,real,por evento,4902979
1012,financeiro -ingresso de recursos: liquidação com ordem de pagamento,por operacao,2009-12-28,0.0,real,por evento,4902979
1016,financeiro -remessa de recursos: edição de contrato de câmbio,por operacao,2010-01-25,100.0,real,por evento,4902979
1018,financeiro - remessa de recursos: emissão de ordem de pagamento,por operacao,2009-12-28,0.0,real,por evento,4902979
0201,"comum, para débito, saque e consultas",por cartao,2021-07-02,0.0,real,a cada 0 dias,9526594
0202,"débito, saque e garantia de cheque-anuidade do contrato",por cartao,2021-07-02,0.0,real,a cada 0 dias,9526594
0203,"débito, saque e garantia de cheque-confecção do cartão",por cartao,2021-07-02,0.0,real,por evento,9526594
0204,cartão multiplo-nacional-anuidade do contrato,por cartao,2021-07-02,0.0,real,a cada 0 dias,9526594
0205,cartão multiplo-nacional-confecção do cartão,por cartao,2021-07-02,0.0,real,por evento,9526594
0206,cartão multiplo-internacional-anuidade do contrato,por cartao,2021-07-02,0.0,real,a cada 0 dias,9526594
0207,cartão multiplo-internacional-confecção do cartão,por cartao,2021-07-02,0.0,real,por evento,9526594
0208,cartão multiplo adicional-nacional-anuidade do contrato,por cartao,2021-07-02,0.0,real,a cada 0 dias,9526594
0209,cartão multiplo adicional-nacional-confecção do cartão,por cartao,2021-07-02,0.0,real,por evento,9526594
0210,cartão multiplo adicional-intern.-anuidade do contrato,por cartao,2021-07-02,0.0,real,a cada 0 dias,9526594
0211,cartão multiplo adicional-intern.-confecção do cartão,por cartao,2021-07-02,0.0,real,por evento,9526594
0301,talão-10 folhas,por talao,2021-07-02,0.0,real,por evento,9526594
0302,talão-20 folhas (segundo talão no mês),por talao,2021-07-02,0.0,real,por evento,9526594
0303,cheque administrativo,por cheque,2021-07-02,0.0,real,por evento,9526594
0304,cheque avulso,por cheque,2021-07-02,0.0,real,por evento,9526594
0305,cheque devolvido por insuficiência de fundos,por cheque,2021-07-02,0.0,real,por evento,9526594
0308,inclusão no cadastro de cheques sem fundo,por cheque,2021-07-02,0.0,real,por evento,9526594
0309,exclusão do cadastro de cheques sem fundo,por cheque,2021-07-02,0.0,real,por evento,9526594
0310,cobrança de cheque por compensação,por cheque,2021-07-02,0.0,real,por evento,9526594
0311,cheque tb (transferência bancária sem cpmf),por cheque,2021-07-02,0.0,real,por evento,9526594
0312,"cheque administrativo com vl.igual ou superior a r$5.000,00 (vl.fx.+%)",por cheque,2021-07-02,0.0,real,por evento,9526594
0313,"cobrança de cheque por compensação com vl. = ou > r$ 5.000,00(vl.fx+%)",por cheque,2021-07-02,0.0,real,por evento,9526594
0314,"cheque tb com valor igual ou superior r$ 5.000,00 (vl.fixo + %)",por cheque,2021-07-02,0.0,real,por evento,9526594
0401,abertura de conta,por conta,2021-07-02,0.0,real,por evento,9526594
0402,manutenção de conta ativa,por conta,2021-07-02,0.0,real,a cada 0 dias,9526594
0404,"adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2021-07-02,0.0,real,por evento,9526594
0405,concessão de cheque especial/conta garantida,por conta,2021-07-02,0.0,real,por evento,9526594
0406,renovação de cheque especial/conta garantida,por conta,2021-07-02,0.0,real,a cada 0 dias,9526594
0407,débito autorizado em conta-corrente,por operacao,2021-07-02,0.0,real,por evento,9526594
0408,banco domestico-conta principal (com limite de acessos),por conta,2021-07-02,0.0,real,a cada 0 dias,9526594
0409,banco doméstico-conta secundária (com limite de acessos),por conta,2021-07-02,0.0,real,a cada 0 dias,9526594
0501,saque em caixa automática externa/banco 24 horas,por saque,2021-07-02,0.0,real,por evento,9526594
0504,ordem de pagamento,por operacao,2021-07-02,0.0,real,por evento,9526594
0505,depósito em outra agência,por operacao,2021-07-02,0.0,real,por evento,9526594
0601,em terminal  eletrônico,por emissao,2021-07-02,0.0,real,por evento,9526594
0602,por outros meios,por emissao,2021-07-02,0.0,real,por evento,9526594
0603,"cópias de microfilmes, microfichas ou assemelhados",por emissao,2021-07-02,0.0,real,por evento,9526594
0703,entrada sem registro - por boleto emitido pelo cliente,por titulo,2021-07-02,0.0,real,por evento,9526594
0901,segunda via de documento,por copia,2021-07-02,0.0,real,por evento,9526594
0902,ressarcimento de despesas-telefonema,por chamada,2021-07-02,0.0,real,por evento,9526594
0903,ressarcimento de despesas-fax,por folha,2021-07-02,0.0,real,por evento,9526594
0904,envelopamento de documentos,por envelope,2021-07-02,0.0,real,por evento,9526594
0905,pagamento de funcionários via relação,por funcionario,2021-07-02,0.0,real,por evento,9526594
0906,pagamento de funcionários via meio magnético,por funcionario,2021-07-02,0.0,real,por evento,9526594
